player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,xa,a-xag,kp,1/3,ppa,crspa,prgp
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28,1994,27.8,471.0,714.0,66.0,6581.0,1639.0,292.0,380.0,76.8,132.0,200.0,66.0,24.0,69.0,34.8,3,5.8,6.0,-2.8,44.0,25.0,28.0,7.0,53.0
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28,1994,2.8,41.0,61.0,67.2,623.0,128.0,25.0,35.0,71.4,12.0,17.0,70.6,2.0,5.0,40.0,0,0.2,0.2,-0.2,3.0,3.0,2.0,1.0,5.0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,661.0,917.0,72.1,9241.0,2675.0,352.0,457.0,77.0,205.0,269.0,76.2,37.0,68.0,54.4,5,5.4,5.6,-0.4,48.0,59.0,48.0,1.0,108.0
Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,111.0,142.0,78.2,2278.0,691.0,44.0,55.0,80.0,43.0,50.0,86.0,21.0,31.0,67.7,0,0.2,0.4,-0.2,3.0,18.0,1.0,0.0,24.0
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,952.0,1095.0,86.9,19895.0,7749.0,242.0,272.0,89.0,589.0,628.0,93.8,115.0,176.0,65.3,0,0.1,0.2,-0.1,3.0,71.0,0.0,0.0,83.0
Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,835.0,1191.0,70.1,25417.0,19277.0,118.0,119.0,99.2,386.0,395.0,97.7,329.0,672.0,49.0,0,0.1,0.1,-0.1,1.0,16.0,1.0,0.0,1.0
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,236.0,320.0,73.8,4254.0,1334.0,105.0,126.0,83.3,96.0,124.0,77.4,28.0,45.0,62.2,0,0.9,1.1,-0.9,4.0,29.0,13.0,3.0,40.0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,596.0,751.0,79.4,9538.0,2846.0,294.0,339.0,86.7,241.0,279.0,86.4,39.0,77.0,50.6,0,2.3,1.7,-2.3,16.0,63.0,17.0,2.0,93.0
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,501.0,618.0,81.1,7802.0,2734.0,266.0,299.0,89.0,196.0,235.0,83.4,27.0,53.0,50.9,0,1.2,1.3,-1.2,8.0,38.0,13.0,7.0,45.0
Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,660.0,874.0,75.5,13499.0,5197.0,243.0,289.0,84.1,296.0,364.0,81.3,115.0,190.0,60.5,2,2.0,2.3,0.0,24.0,46.0,17.0,9.0,61.0
Adam Lallana,ENG,MF,Brighton,Premier League,34,1988,8.0,262.0,317.0,82.6,3033.0,656.0,173.0,194.0,89.2,57.0,74.0,77.0,6.0,9.0,66.7,1,1.0,1.2,0.0,14.0,23.0,9.0,1.0,33.0
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,163.0,240.0,67.9,3280.0,1390.0,51.0,61.0,83.6,96.0,124.0,77.4,16.0,52.0,30.8,0,0.2,0.3,-0.2,1.0,12.0,2.0,0.0,26.0
Érik Lamela,ARG,MF,Sevilla,La Liga,30,1992,20.5,588.0,770.0,76.4,8118.0,1522.0,346.0,409.0,84.6,180.0,224.0,80.4,26.0,39.0,66.7,0,1.4,1.3,-1.4,24.0,38.0,21.0,1.0,69.0
Mohamed Lamine Bayo,GUI,FW,Lille,Ligue 1,24,1998,7.2,81.0,129.0,62.8,980.0,241.0,49.0,74.0,66.2,17.0,29.0,58.6,3.0,3.0,100.0,1,1.8,1.9,-0.8,12.0,5.0,1.0,0.0,5.0
Sam Lammers,NED,FW,Sampdoria,Serie A,25,1997,12.2,172.0,254.0,67.7,2243.0,537.0,116.0,153.0,75.8,45.0,69.0,65.2,4.0,4.0,100.0,1,1.2,0.7,-0.2,14.0,13.0,8.0,1.0,19.0
Sam Lammers,NED,FW,Empoli,Serie A,25,1997,9.8,143.0,230.0,62.2,1814.0,451.0,94.0,129.0,72.9,41.0,60.0,68.3,1.0,5.0,20.0,1,0.7,0.3,0.3,10.0,13.0,4.0,0.0,19.0
Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,239.0,302.0,79.1,3509.0,854.0,130.0,149.0,87.2,96.0,116.0,82.8,5.0,21.0,23.8,0,0.2,0.7,-0.2,4.0,14.0,8.0,5.0,26.0
Manuel Lanzini,ARG,MF,West Ham,Premier League,29,1993,2.8,146.0,175.0,83.4,2221.0,522.0,82.0,94.0,87.2,48.0,53.0,90.6,11.0,17.0,64.7,0,0.2,0.3,-0.2,1.0,13.0,3.0,0.0,19.0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,892.0,964.0,92.5,14630.0,4347.0,441.0,463.0,95.2,387.0,405.0,95.6,52.0,74.0,70.3,0,0.2,0.4,-0.2,5.0,87.0,7.0,0.0,85.0
Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,681.0,799.0,85.2,14120.0,4913.0,196.0,213.0,92.0,377.0,406.0,92.9,96.0,156.0,61.5,0,0.0,0.1,0.0,1.0,52.0,1.0,0.0,41.0
Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,170.0,247.0,68.8,2289.0,370.0,106.0,134.0,79.1,42.0,58.0,72.4,9.0,14.0,64.3,3,2.6,1.1,0.4,16.0,5.0,7.0,1.0,17.0
Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,63.0,82.0,76.8,881.0,326.0,40.0,46.0,87.0,21.0,27.0,77.8,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0
Yasser Larouci,ALG,DF,Troyes,Ligue 1,21,2001,20.0,621.0,824.0,75.4,9416.0,3449.0,328.0,390.0,84.1,249.0,325.0,76.6,24.0,64.0,37.5,1,1.6,1.3,-0.6,17.0,40.0,17.0,8.0,63.0
Jordan Larsson,SWE,FW,Schalke 04,Bundesliga,25,1997,5.1,87.0,117.0,74.4,1236.0,400.0,49.0,58.0,84.5,27.0,33.0,81.8,4.0,10.0,40.0,0,0.4,0.6,-0.4,4.0,7.0,5.0,0.0,12.0
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,29,1992,17.5,157.0,258.0,60.9,2338.0,547.0,77.0,112.0,68.8,54.0,81.0,66.7,8.0,18.0,44.4,2,1.7,0.4,0.3,17.0,9.0,9.0,0.0,19.0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,79.0,93.0,84.9,1445.0,580.0,29.0,34.0,85.3,40.0,44.0,90.9,7.0,11.0,63.6,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,80.0,164.0,48.8,1141.0,351.0,41.0,77.0,53.2,29.0,54.0,53.7,3.0,4.0,75.0,0,0.6,0.6,-0.6,6.0,7.0,6.0,0.0,19.0
Toni Lato,ESP,DF,Valencia,La Liga,24,1997,10.2,390.0,490.0,79.6,6140.0,2040.0,205.0,228.0,89.9,148.0,177.0,83.6,26.0,61.0,42.6,0,0.9,1.0,-0.9,15.0,32.0,10.0,2.0,40.0
Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,310.0,394.0,78.7,5376.0,1274.0,132.0,151.0,87.4,137.0,163.0,84.0,31.0,51.0,60.8,1,0.2,0.4,0.8,4.0,21.0,5.0,2.0,33.0
Armand Lauriente,FRA,FW,Sassuolo,Serie A,23,1998,24.2,572.0,805.0,71.1,8488.0,2579.0,338.0,400.0,84.5,170.0,235.0,72.3,36.0,92.0,39.1,6,6.2,4.3,-0.2,61.0,39.0,49.0,10.0,90.0
Armand Lauriente,FRA,FW,Lorient,Ligue 1,23,1998,3.0,73.0,95.0,76.8,1175.0,373.0,28.0,33.0,84.8,33.0,38.0,86.8,5.0,11.0,45.5,0,1.1,0.8,-1.1,9.0,6.0,5.0,0.0,14.0
Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,859.0,997.0,86.2,14815.0,3986.0,386.0,425.0,90.8,389.0,426.0,91.3,68.0,93.0,73.1,0,0.6,0.6,-0.6,16.0,101.0,9.0,0.0,102.0
Lázaro,BRA,GK,Almería,La Liga,20,2002,8.0,170.0,218.0,78.0,2490.0,660.0,103.0,123.0,83.7,43.0,54.0,79.6,14.0,20.0,70.0,0,0.8,0.4,-0.8,12.0,20.0,5.0,1.0,26.0
Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,674.0,902.0,74.7,11347.0,4278.0,329.0,374.0,88.0,260.0,336.0,77.4,65.0,139.0,46.8,3,2.7,2.5,0.3,29.0,48.0,19.0,10.0,74.0
Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,1.0,1.0,100.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Lazović,SRB,MF,Hellas Verona,Serie A,31,1990,24.9,517.0,836.0,61.8,8845.0,3738.0,248.0,317.0,78.2,199.0,291.0,68.4,55.0,152.0,36.2,5,6.4,5.3,-1.4,45.0,49.0,34.0,15.0,81.0
Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,1033.0,1183.0,87.3,14314.0,5026.0,622.0,666.0,93.4,327.0,376.0,87.0,38.0,55.0,69.1,0,0.7,0.9,-0.7,10.0,49.0,13.0,7.0,64.0
Théo Le Bris,FRA,MF,Lorient,Ligue 1,19,2002,16.1,491.0,611.0,80.4,6675.0,1852.0,304.0,358.0,84.9,160.0,187.0,85.6,10.0,24.0,41.7,2,1.2,1.7,0.8,14.0,26.0,11.0,2.0,47.0
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,90.0,121.0,74.4,1556.0,466.0,42.0,52.0,80.8,36.0,48.0,75.0,9.0,14.0,64.3,0,0.6,0.4,-0.6,4.0,8.0,4.0,3.0,8.0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,24,1998,23.0,264.0,390.0,67.7,3664.0,803.0,159.0,208.0,76.4,78.0,118.0,66.1,10.0,19.0,52.6,3,1.7,1.1,1.3,17.0,18.0,14.0,4.0,31.0
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,1708.0,2118.0,80.6,28806.0,9189.0,773.0,868.0,89.1,645.0,777.0,83.0,184.0,307.0,59.9,6,6.8,4.7,-0.8,67.0,170.0,37.0,5.0,218.0
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,1702.0,2044.0,83.3,26725.0,11113.0,867.0,967.0,89.7,690.0,791.0,87.2,93.0,189.0,49.2,0,0.7,1.7,-0.7,14.0,135.0,28.0,9.0,178.0
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,958.0,1208.0,79.3,18366.0,7641.0,364.0,412.0,88.3,461.0,527.0,87.5,111.0,231.0,48.1,0,0.3,0.5,-0.3,2.0,85.0,9.0,3.0,90.0
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,1533.0,1740.0,88.1,30128.0,8968.0,485.0,542.0,89.5,862.0,926.0,93.1,171.0,240.0,71.3,0,0.1,0.6,-0.1,3.0,93.0,2.0,0.0,122.0
Rafael Leão,POR,FW,Milan,Serie A,23,1999,26.9,595.0,845.0,70.4,10191.0,3212.0,282.0,365.0,77.3,226.0,302.0,74.8,65.0,107.0,60.7,8,7.0,6.2,1.0,49.0,64.0,59.0,14.0,122.0
Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,12.0,16.0,75.0,208.0,72.0,6.0,10.0,60.0,6.0,6.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,32.0,39.0,82.1,953.0,690.0,10.0,11.0,90.9,8.0,8.0,100.0,14.0,20.0,70.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10.0,179.0,275.0,65.1,6302.0,5234.0,21.0,21.0,100.0,66.0,67.0,98.5,92.0,184.0,50.0,0,0.1,0.0,-0.1,1.0,5.0,0.0,0.0,0.0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31,1991,19.0,411.0,643.0,63.9,12683.0,9750.0,53.0,53.0,100.0,171.0,177.0,96.6,186.0,409.0,45.5,0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,0.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,585.0,1114.0,52.5,22172.0,18695.0,58.0,60.0,96.7,223.0,230.0,97.0,303.0,818.0,37.0,0,0.0,0.1,0.0,1.0,42.0,1.0,0.0,0.0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,1198.0,1461.0,82.0,24298.0,8391.0,455.0,520.0,87.5,482.0,551.0,87.5,222.0,322.0,68.9,5,2.3,2.4,2.7,16.0,150.0,14.0,5.0,179.0
Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,1071.0,1366.0,78.4,21437.0,7772.0,358.0,420.0,85.2,555.0,643.0,86.3,146.0,260.0,56.2,1,0.4,0.7,0.6,4.0,97.0,4.0,1.0,111.0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,249.0,328.0,75.9,4691.0,1687.0,105.0,127.0,82.7,114.0,142.0,80.3,27.0,50.0,54.0,0,0.0,0.1,0.0,1.0,16.0,1.0,0.0,25.0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,1110.0,1417.0,78.3,26005.0,10316.0,248.0,285.0,87.0,633.0,696.0,90.9,221.0,401.0,55.1,0,0.3,0.4,-0.3,8.0,119.0,5.0,1.0,80.0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,624.0,807.0,77.3,10406.0,3685.0,306.0,353.0,86.7,260.0,329.0,79.0,45.0,85.0,52.9,1,0.7,0.7,0.3,13.0,57.0,9.0,7.0,64.0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,690.0,814.0,84.8,10150.0,2771.0,404.0,435.0,92.9,202.0,238.0,84.9,52.0,82.0,63.4,3,1.9,1.6,1.1,26.0,68.0,22.0,6.0,80.0
Félix Lemaréchal,CIV,MF,Brest,Ligue 1,18,2003,3.2,89.0,113.0,78.8,1468.0,322.0,49.0,56.0,87.5,32.0,43.0,74.4,7.0,12.0,58.3,0,0.5,0.4,-0.5,6.0,6.0,4.0,1.0,14.0
Dexter Lembikisa,JAM,DF,Wolves,Premier League,18,2003,0.3,10.0,13.0,76.9,180.0,73.0,5.0,5.0,100.0,5.0,5.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0
Mario Lemina,GAB,MF,Wolves,Premier League,28,1993,14.4,566.0,651.0,86.9,10051.0,2917.0,241.0,269.0,89.6,267.0,289.0,92.4,51.0,72.0,70.8,1,0.3,0.5,0.7,3.0,31.0,5.0,1.0,42.0
Mario Lemina,GAB,MF,Nice,Ligue 1,28,1993,9.3,569.0,637.0,89.3,9544.0,2701.0,253.0,268.0,94.4,252.0,265.0,95.1,42.0,75.0,56.0,0,0.1,0.2,-0.1,4.0,44.0,3.0,0.0,46.0
Tim Lemperle,GER,MF,Köln,Bundesliga,20,2002,1.5,28.0,53.0,52.8,344.0,123.0,17.0,26.0,65.4,5.0,12.0,41.7,2.0,4.0,50.0,0,1.0,1.0,-1.0,3.0,3.0,2.0,0.0,5.0
Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,22.4,1270.0,1465.0,86.7,23668.0,8588.0,484.0,501.0,96.6,637.0,701.0,90.9,129.0,219.0,58.9,2,0.6,0.8,1.4,6.0,80.0,11.0,5.0,85.0
Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36.0,1110.0,1397.0,79.5,26975.0,16383.0,234.0,235.0,99.6,651.0,655.0,99.4,223.0,503.0,44.3,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,14.3,621.0,824.0,75.4,11180.0,4287.0,276.0,309.0,89.3,261.0,329.0,79.3,70.0,149.0,47.0,2,2.6,3.1,-0.6,24.0,46.0,17.0,8.0,63.0
Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2.0,38.0,79.0,48.1,1559.0,1309.0,4.0,4.0,100.0,10.0,10.0,100.0,23.0,64.0,35.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Sergio León,ESP,FW,Valladolid,La Liga,33,1989,14.8,138.0,206.0,67.0,2143.0,398.0,72.0,92.0,78.3,46.0,65.0,70.8,9.0,20.0,45.0,1,1.2,0.6,-0.2,12.0,5.0,6.0,1.0,22.0
Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,21.5,1163.0,1301.0,89.4,19634.0,4333.0,504.0,570.0,88.4,524.0,554.0,94.6,90.0,103.0,87.4,2,1.2,1.3,0.8,10.0,115.0,6.0,1.0,125.0
Mehdi Léris,ALG,DF,Sampdoria,Serie A,24,1998,27.3,618.0,932.0,66.3,8836.0,2937.0,373.0,446.0,83.6,177.0,290.0,61.0,37.0,89.0,41.6,1,1.8,1.7,-0.8,20.0,48.0,19.0,5.0,62.0
Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,36.1,1317.0,1611.0,81.8,20458.0,7229.0,695.0,793.0,87.6,502.0,581.0,86.4,77.0,146.0,52.7,0,2.3,3.1,-2.3,18.0,126.0,23.0,2.0,142.0
Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,31.1,533.0,875.0,60.9,18415.0,15715.0,60.0,60.0,100.0,211.0,215.0,98.1,261.0,593.0,44.0,0,0.0,0.1,0.0,0.0,22.0,0.0,0.0,1.0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,13.2,387.0,521.0,74.3,6219.0,2029.0,202.0,263.0,76.8,123.0,149.0,82.6,35.0,60.0,58.3,0,0.9,1.1,-0.9,11.0,34.0,10.0,2.0,61.0
Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,0.1,4.0,4.0,100.0,68.0,43.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruan Levine,BRA,FW,Ajaccio,Ligue 1,23,1999,0.3,13.0,14.0,92.9,198.0,27.0,5.0,5.0,100.0,7.0,7.0,100.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,1.0
Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,31.6,602.0,793.0,75.9,8306.0,1669.0,369.0,440.0,83.9,165.0,214.0,77.1,30.0,46.0,65.2,7,6.3,5.3,0.7,35.0,49.0,31.0,2.0,100.0
Jamie Leweling,GER,FW,Union Berlin,Bundesliga,21,2001,2.9,39.0,57.0,68.4,546.0,108.0,24.0,28.0,85.7,8.0,15.0,53.3,4.0,7.0,57.1,1,0.3,0.3,0.7,3.0,2.0,2.0,2.0,4.0
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,24,1998,0.1,12.0,14.0,85.7,192.0,71.0,3.0,3.0,100.0,8.0,9.0,88.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rico Lewis,ENG,DF,Manchester City,Premier League,17,2004,10.0,617.0,675.0,91.4,8779.0,1476.0,378.0,400.0,94.5,203.0,219.0,92.7,19.0,23.0,82.6,0,1.5,1.6,-1.5,12.0,38.0,10.0,3.0,48.0
Keane Lewis-Potter,ENG,FW,Brentford,Premier League,21,2001,3.6,49.0,86.0,57.0,600.0,118.0,33.0,50.0,66.0,12.0,17.0,70.6,1.0,10.0,10.0,1,1.2,0.3,-0.2,5.0,2.0,3.0,1.0,6.0
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,34,1988,17.1,728.0,982.0,74.1,13692.0,4011.0,299.0,347.0,86.2,299.0,372.0,80.4,106.0,224.0,47.3,0,2.0,2.5,-2.0,31.0,49.0,25.0,9.0,67.0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,27.8,1369.0,1612.0,84.9,29859.0,8951.0,332.0,375.0,88.5,833.0,896.0,93.0,196.0,308.0,63.6,0,0.3,0.5,-0.3,3.0,74.0,4.0,0.0,79.0
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,26.7,1902.0,2088.0,91.1,36626.0,12291.0,619.0,660.0,93.8,1114.0,1178.0,94.6,162.0,216.0,75.0,1,0.5,0.8,0.5,6.0,155.0,6.0,1.0,143.0
Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,0.4,13.0,23.0,56.5,190.0,28.0,7.0,8.0,87.5,4.0,8.0,50.0,1.0,3.0,33.3,0,0.1,0.1,-0.1,2.0,1.0,0.0,0.0,0.0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,15.2,866.0,930.0,93.1,15313.0,4622.0,318.0,336.0,94.6,479.0,495.0,96.8,54.0,76.0,71.1,0,0.1,0.4,-0.1,3.0,35.0,2.0,0.0,36.0
Jesper Lindstrøm,DEN,MF,Eint Frankfurt,Bundesliga,22,2000,18.7,325.0,514.0,63.2,4294.0,1166.0,208.0,279.0,74.6,83.0,129.0,64.3,14.0,39.0,35.9,2,2.8,3.2,-0.8,19.0,20.0,15.0,2.0,33.0
Karol Linetty,POL,MF,Torino,Serie A,27,1995,21.0,832.0,966.0,86.1,13835.0,3130.0,391.0,439.0,89.1,366.0,395.0,92.7,55.0,84.0,65.5,0,0.9,0.8,-0.9,20.0,77.0,5.0,1.0,73.0
Jesse Lingard,ENG,MF,Nott'ham Forest,Premier League,29,1992,10.3,236.0,297.0,79.5,3558.0,897.0,121.0,137.0,88.3,88.0,104.0,84.6,14.0,28.0,50.0,0,0.7,0.5,-0.7,11.0,27.0,7.0,1.0,33.0
Pol Lirola,ESP,DF,Elche,La Liga,24,1997,7.0,240.0,325.0,73.8,3762.0,1309.0,135.0,154.0,87.7,79.0,107.0,73.8,16.0,38.0,42.1,0,0.7,0.6,-0.7,6.0,10.0,3.0,2.0,19.0
Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,8.3,213.0,314.0,67.8,5648.0,4318.0,50.0,51.0,98.0,92.0,96.0,95.8,66.0,161.0,41.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Marcin Listkowski,POL,DF,Lecce,Serie A,24,1998,0.9,16.0,24.0,66.7,204.0,71.0,14.0,16.0,87.5,0.0,3.0,0.0,1.0,4.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Valentino Livramento,ENG,GK,Southampton,Premier League,19,2002,0.3,21.0,26.0,80.8,302.0,93.0,10.0,13.0,76.9,11.0,11.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,24,1997,19.0,445.0,615.0,72.4,6899.0,1962.0,249.0,301.0,82.7,142.0,185.0,76.8,36.0,66.0,54.5,1,2.1,1.9,-1.1,27.0,39.0,22.0,6.0,65.0
Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,4.0,4.0,100.0,37.0,12.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Llorente,ESP,DF,Leeds United,Premier League,28,1993,7.2,356.0,429.0,83.0,6969.0,2284.0,118.0,130.0,90.8,203.0,228.0,89.0,33.0,59.0,55.9,0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,27.0
Diego Llorente,ESP,DF,Roma,Serie A,28,1993,6.4,264.0,300.0,88.0,4937.0,1576.0,100.0,109.0,91.7,141.0,152.0,92.8,22.0,32.0,68.8,0,0.1,0.1,-0.1,1.0,15.0,0.0,0.0,12.0
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,27,1995,18.9,660.0,816.0,80.9,9299.0,2473.0,380.0,415.0,91.6,202.0,260.0,77.7,34.0,55.0,61.8,2,3.8,3.1,-1.8,29.0,30.0,30.0,3.0,88.0
Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,561.0,728.0,77.1,13442.0,8398.0,174.0,177.0,98.3,241.0,242.0,99.6,146.0,305.0,47.9,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
Giovani Lo Celso,ARG,MF,Villarreal,La Liga,26,1996,12.5,578.0,694.0,83.3,9815.0,2691.0,294.0,331.0,88.8,191.0,225.0,84.9,72.0,92.0,78.3,3,3.3,3.1,-0.3,31.0,51.0,29.0,1.0,97.0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,2163.0,2301.0,94.0,35855.0,8577.0,1040.0,1095.0,95.0,890.0,933.0,95.4,172.0,191.0,90.1,1,1.0,1.3,0.0,17.0,214.0,14.0,0.0,172.0
Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,1114.0,1362.0,81.8,20892.0,7015.0,478.0,547.0,87.4,462.0,526.0,87.8,153.0,225.0,68.0,2,1.8,1.3,0.2,22.0,144.0,13.0,1.0,134.0
Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,627.0,791.0,79.3,11677.0,4375.0,236.0,259.0,91.1,343.0,386.0,88.9,46.0,125.0,36.8,2,1.1,0.2,0.9,5.0,43.0,3.0,1.0,70.0
Banzouzi Locko,FRA,DF,Reims,Ligue 1,20,2002,11.8,362.0,470.0,77.0,5529.0,2311.0,199.0,229.0,86.9,129.0,177.0,72.9,21.0,38.0,55.3,0,0.5,0.5,-0.5,8.0,44.0,7.0,3.0,55.0
Banzouzi Locko,FRA,DF,Brest,Ligue 1,20,2002,3.0,99.0,127.0,78.0,1802.0,710.0,42.0,46.0,91.3,43.0,58.0,74.1,11.0,19.0,57.9,0,0.2,0.2,-0.2,2.0,8.0,3.0,3.0,7.0
Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,583.0,877.0,66.5,10215.0,3529.0,272.0,323.0,84.2,242.0,339.0,71.4,57.0,162.0,35.2,1,1.2,1.3,-0.2,13.0,25.0,14.0,8.0,31.0
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,26,1996,17.1,782.0,907.0,86.2,11417.0,2878.0,475.0,530.0,89.6,263.0,291.0,90.4,29.0,37.0,78.4,1,1.5,1.8,-0.5,16.0,78.0,18.0,1.0,90.0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28.0,943.0,1163.0,81.1,15457.0,4299.0,470.0,538.0,87.4,362.0,415.0,87.2,78.0,129.0,60.5,4,3.3,2.6,0.7,23.0,80.0,21.0,5.0,116.0
Ademola Lookman,NGA,FW,Atalanta,Serie A,24,1997,19.2,492.0,649.0,75.8,6802.0,2025.0,284.0,333.0,85.3,144.0,189.0,76.2,25.0,44.0,56.8,6,6.6,4.9,-0.6,39.0,30.0,33.0,4.0,79.0
